Date of joining,Gender,Company Type,WFH Setup Available,Level,Resource Allocation,Mental Fatigue Score,Burn Rate
4/12/2008,Female,Product,Yes,4,5,5.8,0.48
2/2/2008,Female,Product,Yes,2,4,5.3,0.31
15/09/2008,Male,Service,Yes,3,5,8.4,0.67
25/05/2008,Female,Service,Yes,2,5,5.5,0.45
25/06/2008,Male,Service,Yes,3,4,5.4,0.32
29/10/2008,Female,Product,Yes,1,4,5.3,0.35
30/05/2008,Female,Product,No,3,8,7.3,0.74
28/10/2008,Female,Service,Yes,1,3,3.8,0.31
11/5/2008,Male,Service,No,3,5,7.1,0.49
23/08/2008,Female,Service,No,2,5,6.7,0.53
30/07/2008,Female,Service,No,2,4,5.5,0.37
15/01/2008,Male,Product,No,3,5,6.2,0.59
30/06/2008,Male,Service,Yes,4,8,7.3,0.74
21/02/2008,Female,Service,Yes,2,4,5.1,0.37
19/11/2008,Male,Product,No,1,4,5,0.31
26/04/2008,Female,Product,Yes,3,5,6.1,0.5
31/05/2008,Male,Service,No,1,1,1.5,0.08
20/10/2008,Female,Service,No,1,3,5.8,0.43
20/04/2008,Male,Product,No,2,4,5.5,0.33
11/8/2008,Female,Product,No,2,4,7.1,0.61
5/8/2008,Male,Service,No,4,8,6.8,0.6
16/04/2008,Male,Service,Yes,4,7,7.7,0.68
27/01/2008,Male,Service,No,1,1,0,0
20/01/2008,Male,Service,No,5,10,9.8,0.86
16/02/2008,Male,Service,No,4,8,7.5,0.75
13/04/2008,Male,Product,No,3,7,6.7,0.59
19/05/2008,Female,Product,Yes,1,2,4.7,0.29
25/02/2008,Female,Service,Yes,2,5,5.1,0.32
19/11/2008,Female,Product,Yes,1,3,4.9,0.36
8/9/2008,Female,Service,Yes,1,1,1.9,0.04
12/8/2008,Female,Service,Yes,0,1,0,0
21/12/2008,Female,Service,No,1,4,7,0.5
23/04/2008,Male,Service,Yes,1,4,5.1,0.38
15/10/2008,Female,Product,Yes,3,4,5.9,0.42
2/1/2008,Female,Service,No,1,4,4.6,0.32
5/5/2008,Male,Service,No,4,7,9.4,0.84
29/10/2008,Male,Service,No,2,6,6.9,0.65
10/10/2008,Male,Product,No,3,4,6.8,0.47
16/05/2008,Female,Service,Yes,3,4,5.8,0.43
12/3/2008,Male,Service,No,3,6,8,0.64
23/02/2008,Female,Service,No,4,8,8.6,0.88
6/7/2008,Female,Product,No,1,3,6.3,0.47
26/11/2008,Female,Service,No,2,4,5.9,0.38
9/12/2008,Male,Product,Yes,1,4,4.3,0.34
31/10/2008,Female,Service,No,4,8,7.2,0.7
23/11/2008,Male,Product,Yes,2,4,5.2,0.45
18/07/2008,Female,Service,No,1,2,5.2,0.43
4/4/2008,Female,Service,No,1,3,5.9,0.38
23/12/2008,Female,Service,Yes,3,5,5.6,0.43
18/07/2008,Female,Service,No,3,6,7.7,0.58
29/12/2008,Male,Service,Yes,1,2,3.5,0.18
17/01/2008,Female,Product,Yes,2,3,6.5,0.46
5/11/2008,Male,Product,Yes,1,4,5.9,0.41
28/05/2008,Female,Service,Yes,3,5,6.6,0.48
1/8/2008,Female,Service,No,1,4,5.9,0.56
15/07/2008,Male,Product,Yes,1,2,4.1,0.26
11/4/2008,Male,Product,Yes,2,4,6.2,0.44
9/6/2008,Female,Service,Yes,2,6,5.9,0.55
10/12/2008,Male,Product,Yes,4,7,6.9,0.49
20/02/2008,Female,Service,No,5,9,5.9,0.72
9/11/2008,Female,Service,Yes,1,2,3.8,0.25
18/07/2008,Female,Service,No,4,8,8.8,0.7
23/10/2008,Male,Product,No,1,2,5.9,0.47
10/2/2008,Female,Service,Yes,1,3,4.7,0.31
22/11/2008,Male,Service,No,2,4,7.5,0.65
21/03/2008,Male,Product,No,2,5,7,0.66
29/01/2008,Male,Service,Yes,4,8,9.1,0.75
18/08/2008,Female,Product,Yes,2,2,4.5,0.24
19/07/2008,Male,Service,Yes,1,2,5.1,0.3
20/12/2008,Male,Product,Yes,2,3,3.5,0.27
29/06/2008,Female,Service,Yes,3,4,5.9,0.62
23/02/2008,Male,Product,No,4,9,8.6,0.71
30/09/2008,Female,Service,Yes,1,2,4.8,0.43
30/10/2008,Male,Product,No,4,4,5.9,0.78
20/09/2008,Female,Service,No,1,2,0.2,0
10/3/2008,Male,Product,Yes,2,4,4.6,0.4
13/06/2008,Female,Service,Yes,1,4,4.9,0.34
27/12/2008,Male,Service,Yes,2,4,4.9,0.33
18/10/2008,Male,Service,Yes,3,6,7.3,0.51
25/07/2008,Male,Service,Yes,1,1,4.5,0.26
20/09/2008,Male,Service,Yes,2,4,4.7,0.33
12/9/2008,Female,Product,No,4,6,7.3,0.61
15/12/2008,Female,Product,No,5,8,8.1,0.84
8/3/2008,Male,Service,No,2,6,7.9,0.65
27/02/2008,Female,Service,Yes,2,3,6.5,0.45
6/8/2008,Female,Service,Yes,0,1,2.5,0.15
8/3/2008,Female,Service,No,3,7,7.4,0.55
4/12/2008,Male,Service,Yes,1,3,3.7,0.18
12/3/2008,Male,Product,No,3,5,6.3,0.59
27/08/2008,Female,Service,Yes,3,5,5.3,0.36
14/04/2008,Male,Service,Yes,3,5,5.7,0.43
12/5/2008,Male,Product,No,2,4,7.5,0.61
28/09/2008,Female,Product,No,3,6,7.5,0.56
18/05/2008,Female,Service,Yes,4,8,5.9,0.73
29/04/2008,Female,Service,Yes,3,5,6.5,0.56
7/6/2008,Female,Product,Yes,0,2,3.6,0.16
12/11/2008,Male,Service,No,3,5,6.3,0.49
2/2/2008,Male,Product,No,1,3,4.7,0.28
17/06/2008,Male,Service,Yes,2,6,6.4,0.52
8/10/2008,Female,Product,No,4,6,8.7,0.69
9/5/2008,Male,Service,No,4,8,7.5,0.78
30/10/2008,Female,Product,Yes,1,3,5.9,0.21
12/2/2008,Male,Product,Yes,3,4,6,0.56
19/06/2008,Male,Product,Yes,2,3,5.5,0.31
21/09/2008,Male,Product,Yes,0,1,2.8,0.2
9/3/2008,Male,Service,Yes,0,2,4.2,0.22
18/03/2008,Male,Service,No,3,8,9,0.74
19/04/2008,Male,Service,No,2,6,6.5,0.51
19/08/2008,Male,Product,Yes,3,6,7.5,0.56
15/07/2008,Male,Service,Yes,3,4,5.1,0.37
30/03/2008,Male,Service,No,1,4,4.7,0.34
1/11/2008,Female,Service,Yes,2,3,5.6,0.42
29/09/2008,Male,Product,No,1,3,5.2,0.4
27/02/2008,Male,Product,No,2,3,5.9,0.11
27/06/2008,Female,Service,No,3,6,8.2,0.71
5/1/2008,Male,Service,No,2,6,7.4,0.53
12/10/2008,Male,Service,No,3,7,8.2,0.75
27/05/2008,Male,Service,No,4,9,8.9,0.89
28/03/2008,Male,Product,No,2,4,4.7,0.38
17/10/2008,Female,Service,Yes,2,4,5.9,0.41
2/1/2008,Female,Service,No,2,3,6,0.4
7/2/2008,Male,Service,Yes,3,6,8.6,0.66
21/08/2008,Male,Service,Yes,1,2,4.2,0.33
10/3/2008,Female,Service,Yes,3,5,3.9,0.34
4/8/2008,Female,Service,No,2,5,7.4,0.69
17/02/2008,Female,Product,No,1,3,3.7,0.25
10/10/2008,Male,Service,No,4,9,8.6,0.73
5/3/2008,Male,Product,Yes,0,1,3.9,0.21
10/6/2008,Male,Product,Yes,4,8,7.4,0.63
28/05/2008,Female,Service,No,1,3,3.7,0.3
1/7/2008,Female,Service,No,4,6,7.1,0.67
17/07/2008,Female,Product,Yes,1,2,5.3,0.36
18/08/2008,Male,Service,Yes,3,6,5.9,0.52
3/11/2008,Female,Service,No,4,9,9.4,0.92
15/05/2008,Male,Service,No,3,6,6.9,0.53
23/01/2008,Male,Product,No,4,6,5.9,0.5
4/2/2008,Female,Service,No,4,6,6.5,0.62
23/02/2008,Female,Service,Yes,1,2,2.3,0.17
27/05/2008,Male,Service,Yes,1,3,5.1,0.45
12/7/2008,Male,Service,No,3,5,7.2,0.57
27/06/2008,Male,Service,Yes,4,6,6.3,0.52
2/1/2008,Male,Product,No,1,3,4.9,0.35
7/10/2008,Female,Service,No,1,2,4.3,0.25
23/06/2008,Male,Service,No,2,5,5.7,0.52
8/4/2008,Male,Service,No,1,4,5.4,0.31
12/4/2008,Female,Service,No,3,7,8.8,0.86
2/4/2008,Male,Product,Yes,2,4,3.8,0.32
29/08/2008,Female,Product,Yes,5,9,8.2,0.88
4/2/2008,Female,Product,Yes,2,3,2.2,0.06
27/01/2008,Male,Product,No,3,5,5.1,0.45
3/9/2008,Male,Service,Yes,3,6,7,0.63
25/05/2008,Male,Product,Yes,1,3,2.8,0.18
21/10/2008,Female,Service,Yes,2,4,6.3,0.41
21/06/2008,Male,Service,No,3,6,7,0.56
13/06/2008,Female,Product,No,1,3,6.9,0.46
5/2/2008,Female,Product,Yes,5,9,5.9,0.8
1/12/2008,Male,Service,No,1,4,5.8,0.42
18/06/2008,Female,Service,Yes,0,1,5.9,0.21
25/12/2008,Female,Service,Yes,2,4,4.2,0.33
8/9/2008,Female,Service,Yes,0,1,3.5,0.22
21/10/2008,Male,Service,Yes,3,8,6.9,0.7
30/10/2008,Female,Service,No,4,8,5.9,0.8
18/12/2008,Female,Service,Yes,1,2,5.3,0.28
25/10/2008,Female,Service,Yes,1,1,5,0.25
18/11/2008,Female,Service,No,0,1,1.4,0.01
3/12/2008,Female,Service,No,2,3,4.5,0.24
25/01/2008,Female,Service,Yes,3,6,6.5,0.51
11/6/2008,Female,Service,Yes,1,4,7.5,0.54
11/11/2008,Female,Product,Yes,2,4,4,0.33
15/10/2008,Female,Service,Yes,3,5,5.9,0.4
5/7/2008,Male,Product,No,3,5,6.6,0.44
20/08/2008,Female,Service,Yes,0,2,4.1,0.3
22/11/2008,Male,Product,No,0,1,4.4,0.27
11/7/2008,Male,Service,No,3,7,7.1,0.62
12/10/2008,Female,Product,Yes,2,5,6.4,0.44
11/7/2008,Male,Product,Yes,4,7,6.1,0.58
20/05/2008,Male,Service,No,2,5,6.5,0.57
9/1/2008,Female,Service,Yes,2,4,4.6,0.42
16/08/2008,Female,Product,Yes,0,1,1.9,0.14
8/4/2008,Male,Service,Yes,1,3,5.1,0.42
27/09/2008,Female,Service,No,0,1,4.1,0.29
7/2/2008,Female,Service,Yes,3,6,5.9,0.43
6/2/2008,Male,Service,No,2,4,5.2,0.38
6/4/2008,Male,Product,No,4,8,5.5,0.52
24/06/2008,Male,Product,No,4,9,7.2,0.74
19/08/2008,Male,Product,No,1,3,6,0.52
18/11/2008,Male,Service,No,0,1,3.9,0.21
30/12/2008,Female,Product,Yes,2,4,6.2,0.41
21/08/2008,Female,Service,No,3,7,5.9,0.82
19/07/2008,Female,Service,Yes,1,2,3.3,0.17
29/12/2008,Female,Service,No,3,7,6.8,0.69
19/05/2008,Male,Product,Yes,0,1,2.2,0.11
28/05/2008,Male,Product,No,3,5,5.9,0.66
6/1/2008,Male,Product,No,3,7,7.7,0.63
16/10/2008,Female,Product,Yes,1,2,4.6,0.26
7/4/2008,Female,Service,Yes,0,1,2.6,0.17
25/01/2008,Female,Product,No,3,7,5.9,0.55
19/08/2008,Male,Service,Yes,2,5,6.7,0.56
20/03/2008,Female,Service,No,2,4,7.1,0.63
10/5/2008,Female,Service,Yes,2,3,3.6,0.15
17/11/2008,Male,Service,No,3,5,7.5,0.53
4/3/2008,Male,Service,Yes,4,7,5.9,0.6
9/11/2008,Female,Service,Yes,3,7,8.3,0.65
24/08/2008,Female,Service,No,1,4,6.7,0.56
29/11/2008,Female,Service,No,1,2,5.9,0.24
7/2/2008,Female,Service,No,1,3,7.2,0.51
10/11/2008,Male,Service,Yes,3,4,3.8,0.31
23/10/2008,Female,Service,Yes,4,9,8.5,0.79
8/3/2008,Female,Service,Yes,3,4,5.4,0.45
17/10/2008,Female,Product,No,1,3,5.2,0.33
16/04/2008,Male,Service,No,2,4,6.7,0.47
18/11/2008,Female,Product,Yes,1,2,2.4,0.19
10/5/2008,Male,Service,Yes,1,3,5.5,0.4
1/4/2008,Female,Product,No,0,1,1.7,0.04
24/04/2008,Female,Service,Yes,2,5,4.6,0.36
5/5/2008,Female,Product,Yes,1,4,4.6,0.34
11/10/2008,Male,Service,Yes,2,3,4.4,0.37
27/10/2008,Female,Product,Yes,0,2,4.3,0.26
2/9/2008,Male,Service,Yes,1,1,4.5,0.26
8/8/2008,Female,Service,No,2,5,6.2,0.38
2/9/2008,Male,Service,No,4,7,7.3,0.71
18/04/2008,Male,Service,Yes,1,2,3.3,0.26
3/10/2008,Female,Product,No,3,6,8.6,0.85
19/03/2008,Female,Service,No,3,5,6.6,0.65
7/12/2008,Female,Product,Yes,1,2,1.4,0.05
27/08/2008,Male,Service,Yes,2,5,4,0.3
26/02/2008,Male,Service,Yes,0,2,2.7,0.13
17/09/2008,Male,Service,No,3,5,6.2,0.4
26/08/2008,Male,Service,No,1,1,3.3,0.24
18/02/2008,Male,Service,No,3,7,8.1,0.69
31/07/2008,Female,Service,No,3,6,7.4,0.51
17/09/2008,Male,Service,Yes,2,3,4.7,0.27
14/05/2008,Female,Service,Yes,3,5,5.9,0.48
8/2/2008,Male,Service,Yes,1,4,6,0.37
1/11/2008,Male,Product,Yes,1,3,3.5,0.27
30/12/2008,Male,Product,Yes,2,6,8.5,0.74
12/5/2008,Female,Service,Yes,3,5,5.7,0.5
1/10/2008,Female,Service,No,1,3,5.3,0.32
2/1/2008,Female,Service,Yes,1,2,3.5,0.27
26/01/2008,Female,Service,No,4,6,6.3,0.5
24/07/2008,Female,Service,Yes,3,6,7.5,0.54
15/12/2008,Female,Product,Yes,2,4,7.7,0.59
18/07/2008,Female,Service,Yes,2,4,5.8,0.34
24/02/2008,Female,Service,Yes,2,5,4.7,0.36
27/10/2008,Male,Service,No,4,8,7,0.51
30/08/2008,Male,Service,Yes,3,7,5.5,0.51
3/7/2008,Male,Service,Yes,1,3,2.7,0.11
3/11/2008,Female,Product,Yes,3,6,5.6,0.51
4/6/2008,Female,Product,Yes,4,5,5.4,0.49
25/12/2008,Male,Product,No,3,6,7.8,0.56
4/3/2008,Female,Service,Yes,3,6,5.2,0.41
15/08/2008,Female,Service,Yes,1,3,3.2,0.2
8/12/2008,Male,Product,No,2,3,5.3,0.41
24/03/2008,Female,Product,Yes,2,4,4.5,0.35
18/05/2008,Male,Service,No,3,6,7.6,0.56
28/02/2008,Male,Service,Yes,2,5,7.5,0.68
21/07/2008,Female,Product,No,2,4,5.4,0.43
31/08/2008,Female,Service,Yes,2,2,4.1,0.29
7/1/2008,Female,Service,No,2,4,8.7,0.68
22/11/2008,Male,Product,No,2,5,7.7,0.61
16/07/2008,Male,Service,No,1,1,0.3,0.04
19/12/2008,Male,Service,Yes,1,2,4.6,0.33
19/04/2008,Male,Product,No,3,5,6.8,0.64
31/10/2008,Male,Service,No,2,4,7.7,0.65
26/10/2008,Female,Service,Yes,2,5,6.1,0.47
2/3/2008,Female,Service,Yes,2,5,5.9,0.49
1/4/2008,Female,Service,No,3,5,5.1,0.45
12/9/2008,Female,Product,No,2,4,5.5,0.45
30/10/2008,Male,Service,No,4,7,8.6,0.68
11/7/2008,Female,Service,Yes,3,6,6.3,0.47
15/01/2008,Male,Service,Yes,2,5,7.8,0.69
24/07/2008,Male,Service,Yes,3,6,6.1,0.54
1/7/2008,Male,Product,Yes,2,4,4.2,0.2
7/6/2008,Male,Service,No,3,7,9.3,0.79
7/11/2008,Female,Service,Yes,2,2,5.9,0.22
19/07/2008,Male,Service,Yes,3,7,7.6,0.71
25/03/2008,Female,Service,No,1,2,5.3,0.36
27/03/2008,Female,Product,Yes,4,7,8.9,0.72
9/10/2008,Female,Service,Yes,2,4,7.3,0.5
19/10/2008,Male,Product,Yes,3,5,5.6,0.52
25/02/2008,Male,Service,Yes,1,3,4.4,0.32
8/11/2008,Male,Service,Yes,1,1,5.1,0.27
23/11/2008,Female,Service,Yes,2,5,5.9,0.41
9/9/2008,Female,Product,No,2,4,6.7,0.57
28/11/2008,Female,Service,Yes,2,5,7.2,0.6
6/8/2008,Male,Product,Yes,4,6,7.8,0.61
23/02/2008,Male,Service,No,3,6,7,0.62
3/9/2008,Male,Service,No,4,7,5.9,0.74
23/07/2008,Female,Service,Yes,1,4,4.7,0.41
23/02/2008,Female,Service,No,3,7,5.9,0.54
22/03/2008,Male,Product,No,2,4,6.9,0.52
5/7/2008,Female,Service,No,4,8,7.3,0.57
31/07/2008,Female,Service,Yes,2,4,5.7,0.46
14/06/2008,Male,Product,Yes,1,3,6.9,0.48
5/1/2008,Male,Product,No,3,7,9.8,0.85
1/2/2008,Male,Service,No,1,2,3.3,0.2
28/08/2008,Male,Service,No,4,4,9,0.82
11/3/2008,Male,Product,No,4,7,6,0.57
21/01/2008,Female,Service,No,3,5,5.3,0.35
19/02/2008,Male,Product,No,1,4,5.4,0.33
24/09/2008,Female,Service,Yes,1,1,4.9,0.29
29/07/2008,Male,Product,No,3,5,5.9,0.53
15/10/2008,Male,Product,Yes,2,5,6,0.37
19/03/2008,Male,Service,Yes,3,5,4.1,0.34
20/08/2008,Female,Service,No,2,2,2.9,0.1
21/02/2008,Female,Product,No,3,4,4.9,0.39
1/12/2008,Male,Product,Yes,3,8,8.5,0.91
28/06/2008,Male,Service,Yes,2,3,1.8,0.13
19/11/2008,Female,Service,No,2,3,6.4,0.45
20/02/2008,Female,Service,Yes,2,4,6.4,0.49
23/03/2008,Male,Product,Yes,1,2,5,0.28
26/10/2008,Male,Service,No,2,6,6.1,0.56
31/07/2008,Female,Service,Yes,2,5,3.6,0.31
29/06/2008,Female,Product,Yes,2,4,5.6,0.49
23/07/2008,Female,Product,Yes,2,6,8.7,0.73
30/04/2008,Male,Product,No,3,8,7.9,0.78
6/5/2008,Male,Service,Yes,0,1,1.2,0.1
29/10/2008,Female,Service,Yes,0,2,3.3,0.16
17/09/2008,Male,Product,Yes,2,2,2.8,0.09
17/07/2008,Female,Service,Yes,3,5,6.4,0.46
12/12/2008,Male,Service,No,0,1,2.5,0.14
27/03/2008,Male,Service,Yes,3,4,4.9,0.36
26/11/2008,Male,Service,Yes,2,3,5.9,0.25
13/06/2008,Female,Service,No,3,6,5.1,0.38
15/01/2008,Male,Product,Yes,1,3,4.9,0.25
30/05/2008,Female,Service,Yes,2,4,4.9,0.41
24/02/2008,Female,Service,No,1,4,6.6,0.51
15/09/2008,Female,Product,Yes,2,5,5.3,0.33
12/11/2008,Male,Service,No,1,2,4.5,0.24
26/02/2008,Male,Product,Yes,1,1,0,0
3/3/2008,Female,Service,Yes,1,3,6.8,0.45
14/10/2008,Female,Product,Yes,1,3,5.9,0.41
15/08/2008,Female,Service,Yes,1,2,0.7,0
4/2/2008,Male,Service,Yes,2,4,4.4,0.37
27/10/2008,Male,Service,Yes,2,4,5.2,0.39
7/12/2008,Female,Service,No,0,1,3.7,0.16
1/12/2008,Male,Service,Yes,3,7,6.4,0.57
12/9/2008,Male,Service,Yes,2,4,7.8,0.62
17/09/2008,Male,Service,Yes,1,1,3.3,0.11
20/06/2008,Male,Service,Yes,2,5,5.3,0.37
28/09/2008,Male,Service,No,3,6,7.3,0.58
6/9/2008,Female,Service,No,4,7,9.1,0.8
3/7/2008,Male,Product,Yes,2,4,5.3,0.3
5/6/2008,Male,Service,No,1,2,4.6,0.27
9/1/2008,Male,Service,Yes,2,6,8.6,0.66
7/10/2008,Female,Product,Yes,0,1,0,0
2/8/2008,Female,Service,No,4,7,6.5,0.53
11/2/2008,Female,Product,Yes,1,3,5.1,0.28
12/4/2008,Female,Service,Yes,1,2,4.2,0.28
18/05/2008,Male,Service,No,2,3,3.9,0.31
28/05/2008,Male,Product,No,2,6,6.5,0.51
28/08/2008,Male,Service,Yes,3,5,4.6,0.38
26/09/2008,Male,Service,No,2,4,7.4,0.62
22/11/2008,Male,Product,Yes,1,3,3.5,0.3
19/03/2008,Male,Service,No,2,6,5.9,0.78
23/07/2008,Male,Service,No,3,4,5.4,0.32
3/4/2008,Female,Product,No,2,5,7.6,0.57
13/07/2008,Female,Service,Yes,1,2,2.8,0.1
17/08/2008,Male,Service,No,3,5,7.1,0.61
16/05/2008,Female,Service,Yes,3,5,6.4,0.58
15/12/2008,Male,Service,No,3,6,5.9,0.39
12/6/2008,Male,Service,No,2,6,7.2,0.71
17/05/2008,Male,Product,No,3,5,7.7,0.62
12/2/2008,Male,Service,No,2,4,7.7,0.56
2/4/2008,Female,Product,Yes,1,2,3.8,0.15
1/2/2008,Female,Service,Yes,3,7,6.5,0.58
6/4/2008,Male,Product,No,1,3,5.9,0.46
3/10/2008,Female,Service,Yes,1,1,0,0
10/8/2008,Female,Service,No,4,8,9.1,0.76
24/12/2008,Male,Service,No,1,4,4.1,0.34
4/1/2008,Male,Service,No,3,6,8.1,0.64
26/07/2008,Male,Product,Yes,4,7,5.6,0.5
17/03/2008,Female,Product,Yes,2,5,6.3,0.48
16/02/2008,Female,Service,Yes,1,2,0.3,0.02
21/04/2008,Male,Service,Yes,3,5,6.3,0.46
27/12/2008,Male,Product,Yes,2,5,6.9,0.46
16/12/2008,Male,Service,No,4,7,7.2,0.63
19/07/2008,Female,Product,No,1,4,7.1,0.55
29/06/2008,Female,Service,Yes,1,2,3.5,0.17
7/6/2008,Female,Service,Yes,2,3,3.7,0.23
17/12/2008,Female,Service,No,2,4,5,0.35
14/10/2008,Male,Product,Yes,1,2,2,0.1
29/03/2008,Female,Product,No,1,5,5.9,0.53
26/04/2008,Male,Service,Yes,1,3,7,0.49
19/04/2008,Female,Service,Yes,1,2,3.2,0.12
3/4/2008,Male,Product,Yes,3,5,6.1,0.43
7/12/2008,Male,Service,Yes,2,5,6.9,0.49
6/4/2008,Male,Product,No,2,4,7.7,0.61
3/5/2008,Male,Product,No,3,6,7.8,0.64
1/6/2008,Female,Product,Yes,3,5,4,0.26
11/6/2008,Male,Service,Yes,3,5,5.9,0.48
26/07/2008,Male,Product,Yes,3,5,4,0.33
17/01/2008,Female,Service,Yes,1,1,1.8,0.14
12/10/2008,Male,Service,No,3,7,6.3,0.55
13/02/2008,Female,Service,Yes,2,4,2.7,0.18
17/01/2008,Female,Service,Yes,2,4,7.1,0.48
4/10/2008,Male,Product,No,3,7,6.4,0.56
14/05/2008,Female,Product,Yes,0,1,1.8,0.07
1/8/2008,Female,Service,Yes,3,5,6,0.36
16/11/2008,Male,Service,No,1,3,3.4,0.17
3/10/2008,Male,Product,No,4,7,7.4,0.59
8/12/2008,Male,Product,No,3,8,8.1,0.73
6/5/2008,Female,Service,Yes,1,3,5.5,0.32
10/6/2008,Male,Product,Yes,3,6,7.8,0.61
8/10/2008,Female,Service,Yes,0,1,1.8,0.06
23/03/2008,Female,Service,Yes,1,3,2.6,0.15
17/05/2008,Female,Product,No,2,4,5.5,0.33
28/04/2008,Female,Service,Yes,1,2,3.7,0.26
5/5/2008,Female,Service,No,2,5,6.8,0.57
23/03/2008,Male,Service,Yes,2,5,6.5,0.65
15/12/2008,Female,Product,Yes,1,4,5,0.3
9/12/2008,Female,Service,No,4,4,6.9,0.67
22/05/2008,Female,Product,Yes,2,5,5.1,0.33
2/3/2008,Female,Product,No,2,2,4,0.24
18/02/2008,Female,Product,Yes,3,3,4.6,0.28
25/04/2008,Female,Service,No,3,4,6.8,0.55
30/03/2008,Male,Service,Yes,3,5,8.1,0.61
15/09/2008,Male,Service,Yes,1,2,1.5,0.07
9/6/2008,Female,Service,No,2,3,4.4,0.39
6/11/2008,Female,Service,Yes,2,3,6.1,0.44
22/07/2008,Male,Service,No,4,8,8.9,0.9
1/2/2008,Male,Service,No,3,4,6.9,0.68
5/7/2008,Female,Service,No,4,8,7.6,0.73
3/1/2008,Male,Service,Yes,2,5,5.9,0.31
15/09/2008,Female,Product,Yes,0,1,1.7,0.13
21/05/2008,Female,Product,Yes,2,4,5.5,0.31
4/1/2008,Male,Service,Yes,3,6,6.2,0.58
13/09/2008,Female,Service,Yes,3,4,5.2,0.45
27/03/2008,Female,Service,Yes,0,1,3.9,0.23
19/09/2008,Male,Service,Yes,3,4,5.9,0.29
13/11/2008,Female,Product,No,2,3,6.5,0.5
2/7/2008,Male,Service,Yes,3,7,9.2,0.81
25/02/2008,Male,Service,Yes,3,7,7.6,0.74
27/07/2008,Female,Service,Yes,1,4,5.2,0.33
28/09/2008,Female,Service,Yes,2,3,5.9,0.43
4/6/2008,Female,Service,No,3,6,7.6,0.62
21/05/2008,Male,Product,Yes,1,3,5.9,0.47
22/04/2008,Female,Product,Yes,1,2,4.3,0.21
11/9/2008,Male,Service,Yes,2,3,4.8,0.27
2/9/2008,Male,Product,Yes,4,7,8.9,0.82
22/02/2008,Male,Product,No,3,5,8,0.67
20/06/2008,Female,Service,No,1,2,6.2,0.38
2/8/2008,Male,Service,Yes,2,4,5.6,0.49
17/05/2008,Female,Service,Yes,2,4,5,0.38
15/03/2008,Female,Product,No,2,4,3,0.23
8/2/2008,Male,Service,Yes,2,3,5.9,0.44
7/3/2008,Female,Service,No,0,1,2,0.13
20/02/2008,Male,Product,Yes,1,2,4.3,0.23
2/11/2008,Female,Service,Yes,1,2,4.2,0.36
26/10/2008,Male,Product,No,2,5,5.5,0.33
10/12/2008,Male,Service,Yes,1,1,1.7,0.05
15/05/2008,Female,Product,Yes,2,3,5.3,0.49
28/12/2008,Female,Service,No,1,3,4.4,0.34
4/3/2008,Male,Product,Yes,2,6,7.8,0.75
12/4/2008,Male,Service,Yes,3,5,4.9,0.44
15/06/2008,Male,Service,No,1,4,7.6,0.56
11/5/2008,Female,Service,Yes,2,3,5.6,0.43
20/09/2008,Female,Service,Yes,1,1,1,0
15/07/2008,Male,Service,No,0,1,0,0
14/05/2008,Female,Service,Yes,3,4,6.2,0.5
29/12/2008,Female,Service,No,2,5,8,0.6
1/10/2008,Female,Service,No,2,5,6,0.45
8/12/2008,Male,Service,No,3,7,5.9,0.55
6/4/2008,Male,Service,No,2,4,6.7,0.59
29/11/2008,Female,Product,Yes,2,4,6.5,0.48
1/11/2008,Female,Service,No,4,9,9.8,0.85
9/6/2008,Female,Service,Yes,2,4,7.3,0.53
24/07/2008,Female,Product,No,2,4,2.9,0.23
26/07/2008,Female,Product,Yes,3,7,9.4,0.87
17/09/2008,Female,Product,No,1,4,5,0.42
12/5/2008,Male,Product,Yes,4,8,7.2,0.65
4/9/2008,Female,Service,Yes,4,7,8.6,0.88
10/9/2008,Female,Service,Yes,2,4,4.3,0.34
24/07/2008,Male,Service,No,3,5,6,0.38
19/11/2008,Male,Service,Yes,2,5,7,0.6
26/09/2008,Female,Service,No,2,4,4.8,0.39
10/2/2008,Male,Service,Yes,3,5,5.4,0.42
2/11/2008,Male,Service,No,3,5,5.9,0.47
13/08/2008,Female,Service,Yes,3,5,5.2,0.34
31/07/2008,Female,Product,Yes,3,6,6.7,0.48
30/08/2008,Male,Service,Yes,3,4,5.4,0.42
16/11/2008,Male,Service,No,4,9,9.4,0.94
28/08/2008,Male,Product,Yes,2,2,4.8,0.28
27/07/2008,Female,Service,Yes,1,2,5.9,0.25
20/02/2008,Male,Product,No,4,7,5.9,0.52
27/06/2008,Male,Service,Yes,2,5,5.3,0.46
3/2/2008,Male,Service,Yes,2,3,6.7,0.45
27/04/2008,Female,Service,Yes,2,3,4.9,0.33
11/5/2008,Female,Product,No,3,7,6.2,0.53
26/12/2008,Female,Service,No,2,6,9,0.73
7/8/2008,Male,Service,Yes,3,4,6,0.48
17/11/2008,Female,Service,No,3,7,6.1,0.55
28/08/2008,Female,Product,Yes,0,1,0.9,0
3/1/2008,Male,Product,No,4,6,6.4,0.54
2/3/2008,Female,Service,No,0,1,0.9,0.03
18/12/2008,Male,Service,No,2,2,3.5,0.28
16/11/2008,Male,Service,Yes,1,3,5.1,0.43
29/11/2008,Male,Product,No,2,4,4.6,0.3
28/08/2008,Female,Service,Yes,3,4,5.9,0.32
29/08/2008,Female,Product,No,1,3,3.8,0.23
